,order_id,date,customer_id,customer_name,age,gender,region,category,product,quantity,unit_price,discount_pct,payment_method,order_status,rating,year,month,day
8046,ORD08047,2022-11-11,CUST2752,Ravi,30,M,East,Toys,Puzzle,4,4766.98,15,Net Banking,Cancelled,1.8,2022,11,11
8050,ORD08051,2022-03-18,CUST0240,Vijay,23,M,Central,Clothing,Kurta,7,2053.83,10,Cash,Delivered,2.6,2022,3,18
8051,ORD08052,2022-05-10,CUST0033,Kavya,26,F,South,Furniture,Chair,4,294.25,20,Net Banking,Delivered,,2022,5,10
8052,ORD08053,2022-01-14,CUST0028,Arjun,30,M,South,Toys,Puzzle,6,4130.91,20,Credit Card,Delivered,4.5,2022,1,14
8053,ORD08054,2022-09-28,CUST2804,Sneha,55,F,South,Electronics,Tablet,10,4792.41,15,Cash,Pending,1.1,2022,9,28
8054,ORD08055,2022-09-19,CUST0454,Kavya,34,F,North,Clothing,Kurta,3,940.2,15,Debit Card,Returned,3.6,2022,9,19
8057,ORD08058,2022-10-25,CUST2441,Suresh,65,M,East,Toys,LEGO Set,9,1278.91,0,Net Banking,Returned,3.4,2022,10,25
8058,ORD08059,2022-11-29,CUST1513,Asha,40,F,Central,Sports,Badminton Set,5,3837.64,10,Debit Card,Delivered,3.5,2022,11,29
8061,ORD08062,2022-06-27,CUST0531,Meera,40,F,Central,Books,Novel,8,1588.29,10,Credit Card,Returned,2.4,2022,6,27
8063,ORD08064,2022-03-08,CUST0486,Vijay,56,M,Central,Toys,Puzzle,3,1160.63,15,Debit Card,Returned,3.9,2022,3,8
8064,ORD08065,2022-08-01,CUST2397,Ritu,41,F,West,Food,Biscuits,5,4960.34,15,Credit Card,Pending,2.7,2022,8,1
8066,ORD08067,2022-04-27,CUST0767,Asha,35,F,West,Clothing,Saree,8,4879.13,20,Credit Card,Cancelled,,2022,4,27
8069,ORD08070,2022-03-23,CUST1289,Anita,29,F,Central,Books,Cookbook,8,853.42,15,Credit Card,Cancelled,4.2,2022,3,23
8070,ORD08071,2022-01-09,CUST1803,Ritu,56,F,West,Toys,LEGO Set,8,1342.83,15,Credit Card,Returned,1.7,2022,1,9
8071,ORD08072,2022-04-05,CUST2745,Sneha,42,F,North,Clothing,T-Shirt,4,3577.5,5,UPI,Delivered,,2022,4,5
8073,ORD08074,2022-04-09,CUST2537,Priya,46,F,Central,Electronics,Laptop,7,1517.12,20,Cash,Returned,3.5,2022,4,9
8075,ORD08076,2022-06-15,CUST1853,Suresh,62,M,East,Sports,Dumbbells,8,2248.95,0,UPI,Delivered,1.1,2022,6,15
8076,ORD08077,2022-04-09,CUST0700,Kavya,44,F,South,Electronics,Phone,3,1670.88,10,Credit Card,Cancelled,3.3,2022,4,9
8077,ORD08078,2022-05-04,CUST1214,Arjun,55,M,West,Clothing,T-Shirt,7,4303.72,10,Cash,Cancelled,3.5,2022,5,4
8079,ORD08080,2022-10-21,CUST2038,Amit,62,M,East,Books,Cookbook,8,4181.24,0,Credit Card,Returned,3.8,2022,10,21
8080,ORD08081,2022-12-26,CUST2704,Pooja,37,F,Central,Furniture,Table,4,3742.86,15,Cash,Returned,4.8,2022,12,26
8083,ORD08084,2022-01-16,CUST2341,Ritu,64,F,North,Food,Rice 5kg,10,578.89,0,Credit Card,Delivered,4.5,2022,1,16
8087,ORD08088,2022-08-08,CUST1185,Rohan,61,M,North,Toys,Puzzle,9,2236.88,5,Debit Card,Returned,3.3,2022,8,8
8088,ORD08089,2022-11-14,CUST1405,Nisha,63,F,West,Electronics,Laptop,10,731.77,0,Credit Card,Returned,4.7,2022,11,14
8089,ORD08090,2022-12-11,CUST1953,Rohan,53,M,Central,Books,Novel,1,1377.6,10,Net Banking,Pending,4.1,2022,12,11
8090,ORD08091,2022-09-08,CUST2906,Divya,29,F,West,Food,Rice 5kg,4,4674.96,0,Net Banking,Cancelled,4.9,2022,9,8
8091,ORD08092,2022-09-08,CUST1704,Rohan,53,M,Central,Furniture,Sofa,10,2934.25,10,UPI,Cancelled,3.6,2022,9,8
8093,ORD08094,2022-10-12,CUST1661,Rahul,63,M,Central,Books,Textbook,2,69.28,0,Net Banking,Pending,5.0,2022,10,12
8094,ORD08095,2022-01-08,CUST1058,Meera,24,F,West,Books,Cookbook,3,788.29,0,Debit Card,Cancelled,3.2,2022,1,8
8096,ORD08097,2022-08-20,CUST1669,Dev,47,M,Central,Sports,Football,5,3347.74,15,Debit Card,Pending,2.4,2022,8,20
8098,ORD08099,2022-07-10,CUST1933,Amit,39,M,East,Electronics,Smartwatch,4,950.11,5,Credit Card,Returned,1.3,2022,7,10
8103,ORD08104,2022-04-23,CUST1647,Suresh,45,M,Central,Toys,Doll,2,2806.76,20,Credit Card,Cancelled,1.5,2022,4,23
8104,ORD08105,2022-06-04,CUST1852,Asha,63,F,South,Furniture,Chair,4,3765.03,5,Net Banking,Delivered,2.2,2022,6,4
8105,ORD08106,2022-10-16,CUST1567,Ravi,20,M,South,Books,Self-Help,1,4763.15,0,Credit Card,Returned,3.4,2022,10,16
8106,ORD08107,2022-02-14,CUST2993,Ritu,27,F,North,Clothing,Jacket,3,1269.2,5,Credit Card,Delivered,2.5,2022,2,14
8107,ORD08108,2022-01-08,CUST1587,Suresh,56,M,North,Electronics,Laptop,4,3421.61,20,Debit Card,Returned,3.6,2022,1,8
8110,ORD08111,2022-10-01,CUST0652,Nikhil,53,M,West,Clothing,Jacket,9,3438.56,20,UPI,Delivered,2.6,2022,10,1
8111,ORD08112,2022-09-22,CUST0465,Divya,48,F,South,Electronics,Headphones,7,991.64,10,Debit Card,Returned,4.1,2022,9,22
8116,ORD08117,2022-04-15,CUST2206,Divya,60,F,West,Clothing,T-Shirt,2,1454.73,10,Net Banking,Cancelled,4.9,2022,4,15
8120,ORD08121,2022-10-24,CUST2193,Ritu,23,F,Central,Toys,RC Car,1,3989.98,5,Net Banking,Pending,2.2,2022,10,24
8121,ORD08122,2022-09-26,CUST0606,Anita,47,F,West,Books,Self-Help,3,1902.08,0,UPI,Delivered,,2022,9,26
8125,ORD08126,2022-12-16,CUST0772,Anita,43,F,North,Books,Novel,7,2276.04,20,Net Banking,Pending,2.7,2022,12,16
8126,ORD08127,2022-07-31,CUST1898,Sneha,34,F,East,Clothing,T-Shirt,8,3222.42,20,UPI,Returned,5.0,2022,7,31
8127,ORD08128,2022-11-20,CUST1132,Rohan,43,M,West,Sports,Yoga Mat,3,1147.03,15,Debit Card,Cancelled,2.8,2022,11,20
8128,ORD08129,2022-05-30,CUST0073,Suresh,26,M,North,Food,Rice 5kg,9,3174.46,5,Credit Card,Returned,1.1,2022,5,30
8129,ORD08130,2022-08-29,CUST2280,Priya,41,F,North,Electronics,Tablet,8,2560.88,20,Cash,Cancelled,3.7,2022,8,29
8130,ORD08131,2022-03-01,CUST1589,Priya,63,F,East,Sports,Badminton Set,1,2729.0,5,Debit Card,Delivered,4.0,2022,3,1
8135,ORD08136,2022-06-09,CUST0792,Pooja,22,F,North,Food,Biscuits,4,3577.32,20,Credit Card,Returned,3.3,2022,6,9
8136,ORD08137,2022-12-25,CUST2903,Ravi,59,M,Central,Clothing,Jacket,5,962.89,20,UPI,Cancelled,1.6,2022,12,25
8137,ORD08138,2022-04-24,CUST1710,Divya,56,F,North,Sports,Football,4,3934.93,15,Cash,Pending,1.4,2022,4,24
8138,ORD08139,2022-10-29,CUST0299,Nikhil,21,M,Central,Furniture,Sofa,10,2723.86,20,UPI,Pending,1.1,2022,10,29
8140,ORD08141,2022-07-08,CUST2376,Anita,57,F,North,Toys,Puzzle,3,4226.04,15,Credit Card,Cancelled,3.0,2022,7,8
8141,ORD08142,2022-04-05,CUST0099,Anita,60,F,East,Sports,Dumbbells,9,1214.3,0,Cash,Returned,2.1,2022,4,5
8143,ORD08144,2022-02-04,CUST0717,Dev,37,M,Central,Electronics,Headphones,4,4041.28,15,Cash,Returned,1.1,2022,2,4
8145,ORD08146,2022-05-13,CUST0178,Suresh,62,M,West,Clothing,T-Shirt,6,1651.11,5,Credit Card,Cancelled,3.4,2022,5,13
8146,ORD08147,2022-08-02,CUST2428,Ravi,19,M,Central,Toys,RC Car,9,3863.75,5,UPI,Delivered,1.2,2022,8,2
8148,ORD08149,2022-01-09,CUST2499,Suresh,40,M,Central,Furniture,Table,2,3260.43,10,UPI,Cancelled,1.6,2022,1,9
8149,ORD08150,2022-08-13,CUST1370,Nikhil,39,M,South,Toys,RC Car,2,2935.2,5,Credit Card,Pending,4.8,2022,8,13
8150,ORD08151,2022-07-12,CUST2746,Priya,48,F,North,Toys,Doll,8,4912.14,0,Debit Card,Pending,3.4,2022,7,12
8151,ORD08152,2022-08-09,CUST2220,Anita,50,F,South,Clothing,Jacket,2,1148.32,15,Debit Card,Returned,4.1,2022,8,9
8152,ORD08153,2022-03-09,CUST1548,Kavya,31,F,West,Toys,LEGO Set,5,1362.6,15,Credit Card,Returned,5.0,2022,3,9
8153,ORD08154,2022-12-24,CUST1873,Pooja,45,F,North,Electronics,Phone,6,1285.47,0,Debit Card,Pending,4.1,2022,12,24
8154,ORD08155,2022-12-13,CUST2585,Meera,30,F,West,Furniture,Chair,3,2217.88,0,Credit Card,Returned,,2022,12,13
8157,ORD08158,2022-07-01,CUST0392,Rohan,48,M,East,Electronics,Tablet,2,1118.19,0,Net Banking,Cancelled,2.1,2022,7,1
8159,ORD08160,2022-06-21,CUST1490,Dev,42,M,East,Sports,Badminton Set,2,1568.8,0,Net Banking,Delivered,1.6,2022,6,21
8161,ORD08162,2022-07-17,CUST2525,Asha,22,F,South,Books,Self-Help,5,3443.28,5,UPI,Cancelled,4.4,2022,7,17
8162,ORD08163,2022-05-12,CUST0906,Asha,21,F,West,Furniture,Bookshelf,2,4821.15,10,Credit Card,Pending,4.4,2022,5,12
8163,ORD08164,2022-07-23,CUST2692,Meera,30,F,West,Clothing,Saree,10,3410.83,20,Credit Card,Delivered,2.4,2022,7,23
8164,ORD08165,2022-12-20,CUST0968,Anita,37,F,North,Clothing,Kurta,2,193.1,10,UPI,Pending,2.5,2022,12,20
8166,ORD08167,2022-01-06,CUST2944,Nikhil,41,M,North,Food,Rice 5kg,7,156.86,10,Net Banking,Returned,2.0,2022,1,6
8168,ORD08169,2022-06-07,CUST1421,Rahul,32,M,Central,Furniture,Chair,1,1270.56,10,Credit Card,Returned,1.1,2022,6,7
8171,ORD08172,2022-05-19,CUST0744,Meera,63,F,South,Sports,Yoga Mat,4,3430.98,5,Debit Card,Returned,2.2,2022,5,19
8175,ORD08176,2022-06-19,CUST1868,Kavya,33,F,West,Electronics,Phone,1,1310.17,15,UPI,Cancelled,2.4,2022,6,19
8176,ORD08177,2022-03-06,CUST0597,Divya,36,F,North,Sports,Yoga Mat,3,1822.24,5,UPI,Delivered,4.6,2022,3,6
8177,ORD08178,2022-04-13,CUST0515,Sneha,53,F,North,Books,Comics,4,4124.13,15,Debit Card,Delivered,3.4,2022,4,13
8180,ORD08181,2022-09-09,CUST1464,Vijay,26,M,North,Sports,Dumbbells,4,581.47,5,Debit Card,Delivered,3.2,2022,9,9
8183,ORD08184,2022-07-05,CUST1177,Rohan,27,M,South,Food,Rice 5kg,6,1175.12,15,Net Banking,Cancelled,2.8,2022,7,5
8184,ORD08185,2022-02-06,CUST1044,Asha,65,F,North,Toys,LEGO Set,6,1633.29,5,Debit Card,Cancelled,4.7,2022,2,6
8186,ORD08187,2022-03-09,CUST0293,Divya,35,F,South,Books,Comics,10,1574.66,5,Net Banking,Delivered,2.5,2022,3,9
8187,ORD08188,2022-11-18,CUST0321,Vijay,49,M,West,Food,Dal 2kg,10,3266.48,5,Credit Card,Cancelled,1.9,2022,11,18
8188,ORD08189,2022-12-09,CUST2933,Meera,40,F,South,Electronics,Tablet,9,4599.4,0,Net Banking,Delivered,3.0,2022,12,9
8196,ORD08197,2022-08-24,CUST0384,Dev,25,M,Central,Books,Novel,7,3754.48,15,Debit Card,Returned,4.7,2022,8,24
8198,ORD08199,2022-11-03,CUST2178,Rahul,45,M,Central,Food,Spices Pack,1,2602.41,5,Debit Card,Cancelled,2.2,2022,11,3
8199,ORD08200,2022-05-04,CUST1070,Rohan,50,M,Central,Clothing,Kurta,3,1980.23,15,Credit Card,Pending,4.3,2022,5,4
8200,ORD08201,2022-08-09,CUST1983,Meera,21,F,North,Clothing,Jeans,5,3447.43,5,Cash,Cancelled,1.8,2022,8,9
8207,ORD08208,2022-03-14,CUST1364,Priya,55,F,West,Sports,Dumbbells,3,4370.81,0,Net Banking,Delivered,,2022,3,14
8210,ORD08211,2022-04-07,CUST0571,Pooja,63,F,South,Electronics,Tablet,9,3347.01,5,Net Banking,Returned,2.7,2022,4,7
8211,ORD08212,2022-02-10,CUST0777,Vijay,25,M,North,Books,Self-Help,7,790.18,20,Net Banking,Delivered,1.7,2022,2,10
8212,ORD08213,2022-09-30,CUST2674,Meera,58,F,South,Toys,RC Car,5,3307.61,10,Net Banking,Cancelled,3.6,2022,9,30
8213,ORD08214,2022-05-02,CUST1609,Divya,41,F,West,Sports,Football,2,2821.86,15,UPI,Returned,4.2,2022,5,2
8214,ORD08215,2022-01-12,CUST0675,Meera,63,F,West,Food,Rice 5kg,10,801.01,5,Credit Card,Returned,4.1,2022,1,12
8216,ORD08217,2022-02-25,CUST0846,Nisha,18,F,East,Sports,Football,5,3175.16,15,Debit Card,Returned,1.1,2022,2,25
8219,ORD08220,2022-06-22,CUST1532,Karan,53,M,Central,Furniture,Chair,9,4005.31,10,Debit Card,Returned,1.3,2022,6,22
8222,ORD08223,2022-02-01,CUST1039,Anita,33,F,North,Food,Spices Pack,1,716.13,20,Credit Card,Cancelled,2.1,2022,2,1
8223,ORD08224,2022-01-27,CUST1956,Amit,28,M,Central,Food,Rice 5kg,3,3273.61,20,Credit Card,Delivered,3.3,2022,1,27
8227,ORD08228,2022-02-06,CUST2151,Meera,32,F,North,Furniture,Bed Frame,9,3995.82,5,Debit Card,Cancelled,1.2,2022,2,6
8231,ORD08232,2022-06-18,CUST2151,Sneha,62,F,West,Furniture,Bed Frame,1,930.78,15,UPI,Cancelled,4.1,2022,6,18
8232,ORD08233,2022-05-22,CUST0638,Vijay,42,M,West,Food,Dal 2kg,8,4155.82,10,Net Banking,Pending,,2022,5,22
8233,ORD08234,2022-09-03,CUST2057,Anita,59,F,East,Toys,LEGO Set,1,1600.08,15,Debit Card,Returned,,2022,9,3
8234,ORD08235,2022-03-24,CUST0532,Kavya,41,F,East,Electronics,Tablet,6,3421.15,20,Cash,Cancelled,1.8,2022,3,24
8236,ORD08237,2022-08-23,CUST2738,Rohan,57,M,West,Toys,Doll,3,4024.04,0,Debit Card,Returned,2.3,2022,8,23
8237,ORD08238,2022-12-02,CUST0886,Priya,62,F,South,Clothing,Jeans,8,3178.26,20,Cash,Delivered,4.3,2022,12,2
8241,ORD08242,2022-05-04,CUST2684,Priya,50,F,Central,Food,Biscuits,4,4624.57,20,UPI,Delivered,1.6,2022,5,4
8243,ORD08244,2022-07-25,CUST0415,Ritu,37,F,East,Sports,Football,7,4856.42,15,Debit Card,Returned,3.5,2022,7,25
8244,ORD08245,2022-03-15,CUST1710,Dev,19,M,West,Books,Self-Help,4,801.39,10,Credit Card,Cancelled,4.6,2022,3,15
8247,ORD08248,2022-11-12,CUST0342,Ritu,29,F,East,Books,Cookbook,4,1894.15,20,UPI,Pending,2.7,2022,11,12
8249,ORD08250,2022-06-10,CUST0599,Rohan,32,M,East,Electronics,Phone,6,334.03,5,Debit Card,Delivered,1.8,2022,6,10
8252,ORD08253,2022-07-02,CUST0162,Nisha,52,F,East,Electronics,Headphones,2,2597.67,0,Cash,Returned,3.6,2022,7,2
8253,ORD08254,2022-12-26,CUST1761,Ravi,46,M,North,Food,Biscuits,8,3925.79,15,Net Banking,Delivered,2.5,2022,12,26
8254,ORD08255,2022-10-11,CUST1784,Nikhil,19,M,Central,Electronics,Headphones,1,4644.66,20,UPI,Pending,4.9,2022,10,11
8255,ORD08256,2022-11-16,CUST0095,Pooja,22,F,South,Food,Biscuits,1,4018.43,20,Cash,Pending,1.9,2022,11,16
8256,ORD08257,2022-03-16,CUST0632,Arjun,36,M,North,Books,Comics,5,4927.06,0,Credit Card,Returned,4.1,2022,3,16
8258,ORD08259,2022-10-13,CUST0327,Karan,30,M,West,Electronics,Laptop,10,111.36,10,Credit Card,Cancelled,4.4,2022,10,13
8260,ORD08261,2022-04-13,CUST2571,Ravi,25,M,West,Sports,Football,6,2073.27,0,Cash,Returned,3.9,2022,4,13
8262,ORD08263,2022-07-18,CUST1979,Kavya,54,F,South,Furniture,Bookshelf,4,336.46,0,Debit Card,Cancelled,3.8,2022,7,18
8264,ORD08265,2022-12-05,CUST2573,Rohan,48,M,North,Furniture,Sofa,10,4597.32,0,Net Banking,Delivered,3.3,2022,12,5
8266,ORD08267,2022-04-16,CUST2782,Amit,52,M,North,Electronics,Smartwatch,3,3977.96,20,Cash,Delivered,2.1,2022,4,16
8267,ORD08268,2022-04-19,CUST0476,Pooja,26,F,West,Toys,LEGO Set,10,526.05,20,Debit Card,Cancelled,4.6,2022,4,19
8274,ORD08275,2022-04-22,CUST1195,Ravi,48,M,South,Furniture,Bed Frame,9,1483.24,5,Debit Card,Cancelled,4.1,2022,4,22
8276,ORD08277,2022-04-20,CUST1571,Asha,60,F,Central,Food,Rice 5kg,1,429.33,10,Cash,Pending,4.4,2022,4,20
8277,ORD08278,2022-03-19,CUST1149,Nikhil,23,M,East,Sports,Cricket Bat,4,1855.67,0,Cash,Delivered,,2022,3,19
8278,ORD08279,2022-12-04,CUST1647,Dev,27,M,North,Sports,Football,10,4682.26,15,Cash,Delivered,1.5,2022,12,4
8279,ORD08280,2022-10-25,CUST0032,Meera,59,F,East,Electronics,Tablet,9,2789.82,15,Debit Card,Delivered,2.7,2022,10,25
8280,ORD08281,2022-02-03,CUST1789,Suresh,40,M,East,Furniture,Bookshelf,8,2401.63,15,Cash,Delivered,4.1,2022,2,3
8282,ORD08283,2022-09-28,CUST2259,Priya,33,F,South,Food,Biscuits,1,3896.11,10,Net Banking,Returned,,2022,9,28
8283,ORD08284,2022-11-02,CUST0572,Karan,29,M,North,Toys,Doll,7,251.89,15,Cash,Pending,1.4,2022,11,2
8285,ORD08286,2022-12-02,CUST1412,Asha,34,F,Central,Electronics,Tablet,8,4237.32,5,Credit Card,Returned,2.0,2022,12,2
8286,ORD08287,2022-05-15,CUST2157,Divya,54,F,South,Electronics,Tablet,8,273.56,20,Debit Card,Delivered,3.3,2022,5,15
8289,ORD08290,2022-07-06,CUST2512,Divya,33,F,East,Books,Self-Help,2,4467.6,10,Net Banking,Delivered,2.3,2022,7,6
8293,ORD08294,2022-09-15,CUST0222,Nisha,47,F,West,Electronics,Smartwatch,4,4067.07,20,Debit Card,Pending,1.7,2022,9,15
8296,ORD08297,2022-02-28,CUST1449,Divya,31,F,Central,Food,Biscuits,6,1618.64,20,Debit Card,Pending,,2022,2,28
8297,ORD08298,2022-01-03,CUST2382,Priya,35,F,North,Food,Dal 2kg,1,3588.81,10,Debit Card,Delivered,3.7,2022,1,3
8299,ORD08300,2022-08-25,CUST0166,Kavya,47,F,North,Furniture,Bookshelf,3,3573.84,0,Net Banking,Pending,1.4,2022,8,25
8303,ORD08304,2022-09-16,CUST2439,Arjun,28,M,North,Electronics,Laptop,8,799.01,15,Cash,Returned,4.8,2022,9,16
8307,ORD08308,2022-03-25,CUST2445,Rohan,41,M,North,Sports,Badminton Set,7,738.81,0,Cash,Returned,4.5,2022,3,25
8310,ORD08311,2022-06-05,CUST2099,Nisha,32,F,East,Sports,Football,10,4432.04,15,Debit Card,Returned,,2022,6,5
8316,ORD08317,2022-03-07,CUST1334,Nisha,45,F,Central,Clothing,Jeans,7,3545.23,15,Credit Card,Cancelled,1.7,2022,3,7
8317,ORD08318,2022-11-09,CUST1625,Meera,45,F,South,Furniture,Bookshelf,8,708.06,5,Credit Card,Pending,3.1,2022,11,9
8318,ORD08319,2022-05-30,CUST1379,Rahul,60,M,South,Books,Novel,4,775.86,10,Net Banking,Pending,1.9,2022,5,30
8319,ORD08320,2022-09-29,CUST0972,Vijay,32,M,South,Books,Novel,10,54.05,5,Cash,Pending,1.4,2022,9,29
8321,ORD08322,2022-04-01,CUST0832,Ravi,29,M,North,Books,Cookbook,7,4170.43,5,Debit Card,Delivered,,2022,4,1
8322,ORD08323,2022-01-16,CUST2828,Meera,45,F,Central,Clothing,Saree,10,3786.82,0,UPI,Cancelled,4.2,2022,1,16
8324,ORD08325,2022-12-13,CUST0956,Meera,41,F,North,Electronics,Laptop,5,291.11,5,Debit Card,Returned,1.6,2022,12,13
8326,ORD08327,2022-06-03,CUST0034,Arjun,61,M,West,Electronics,Smartwatch,5,1101.92,5,Credit Card,Cancelled,2.4,2022,6,3
8327,ORD08328,2022-08-07,CUST0298,Ravi,49,M,South,Food,Cooking Oil,10,2333.69,0,Debit Card,Cancelled,1.4,2022,8,7
8328,ORD08329,2022-11-21,CUST0782,Karan,19,M,East,Food,Dal 2kg,4,522.99,10,Credit Card,Cancelled,3.5,2022,11,21
8329,ORD08330,2022-03-04,CUST1375,Rahul,21,M,East,Toys,Puzzle,7,2337.95,20,Debit Card,Returned,4.5,2022,3,4
8330,ORD08331,2022-08-31,CUST2320,Anita,22,F,East,Electronics,Phone,10,213.27,15,Cash,Pending,3.6,2022,8,31
8331,ORD08332,2022-08-11,CUST2939,Karan,29,M,East,Books,Self-Help,8,3291.07,0,UPI,Pending,5.0,2022,8,11
8332,ORD08333,2022-06-17,CUST1670,Rohan,41,M,West,Clothing,Jacket,6,1345.8,15,UPI,Pending,2.7,2022,6,17
8333,ORD08334,2022-01-05,CUST0090,Amit,38,M,East,Furniture,Table,1,3056.42,10,Debit Card,Pending,1.6,2022,1,5
8334,ORD08335,2022-09-21,CUST0237,Amit,32,M,North,Food,Rice 5kg,1,2103.82,20,Credit Card,Delivered,1.8,2022,9,21
8335,ORD08336,2022-06-16,CUST0682,Nisha,37,F,East,Clothing,Jeans,3,372.35,5,Credit Card,Pending,1.1,2022,6,16
8336,ORD08337,2022-09-04,CUST2520,Arjun,55,M,South,Electronics,Headphones,10,970.12,5,UPI,Returned,3.9,2022,9,4
8337,ORD08338,2022-01-17,CUST2285,Asha,35,F,North,Electronics,Headphones,2,4083.47,5,Credit Card,Cancelled,2.7,2022,1,17
8342,ORD08343,2022-10-19,CUST2236,Karan,50,M,North,Food,Rice 5kg,10,2232.87,5,Credit Card,Cancelled,2.8,2022,10,19
8343,ORD08344,2022-04-15,CUST2225,Rohan,27,M,South,Clothing,T-Shirt,1,4227.85,15,Debit Card,Cancelled,3.5,2022,4,15
8344,ORD08345,2022-02-24,CUST2496,Ravi,38,M,East,Clothing,T-Shirt,2,4590.06,20,Net Banking,Returned,2.7,2022,2,24
8346,ORD08347,2022-03-26,CUST0155,Pooja,43,F,West,Books,Textbook,4,2785.31,5,Debit Card,Pending,3.4,2022,3,26
8347,ORD08348,2022-12-22,CUST2373,Nisha,42,F,South,Sports,Football,8,2381.05,15,Credit Card,Delivered,1.2,2022,12,22
8348,ORD08349,2022-06-21,CUST0991,Pooja,26,F,East,Furniture,Chair,7,4894.31,15,Debit Card,Returned,3.9,2022,6,21
8350,ORD08351,2022-08-05,CUST0456,Nisha,58,F,Central,Electronics,Laptop,6,3501.76,10,Cash,Pending,2.3,2022,8,5
8352,ORD08353,2022-01-06,CUST2272,Karan,45,M,Central,Toys,Board Game,8,3519.77,5,Net Banking,Returned,,2022,1,6
8357,ORD08358,2022-12-11,CUST0943,Rahul,59,M,West,Food,Spices Pack,7,2558.46,0,Net Banking,Delivered,2.2,2022,12,11
8360,ORD08361,2022-06-06,CUST2037,Nisha,24,F,East,Sports,Yoga Mat,8,1972.87,20,Debit Card,Cancelled,2.6,2022,6,6
8362,ORD08363,2022-08-19,CUST1003,Rahul,31,M,North,Furniture,Chair,8,2820.99,10,Debit Card,Delivered,3.5,2022,8,19
8364,ORD08365,2022-12-28,CUST2620,Ritu,29,F,North,Books,Self-Help,4,4051.22,10,UPI,Cancelled,3.1,2022,12,28
8365,ORD08366,2022-08-08,CUST0839,Priya,44,F,West,Electronics,Smartwatch,3,2604.52,15,UPI,Cancelled,1.1,2022,8,8
8370,ORD08371,2022-10-06,CUST1050,Ravi,38,M,Central,Electronics,Smartwatch,7,2728.96,15,Credit Card,Pending,4.4,2022,10,6
8371,ORD08372,2022-03-09,CUST1946,Meera,34,F,Central,Electronics,Headphones,6,322.39,15,Cash,Returned,1.9,2022,3,9
8372,ORD08373,2022-01-06,CUST1556,Karan,43,M,West,Food,Spices Pack,4,2576.8,0,Credit Card,Pending,2.2,2022,1,6
8374,ORD08375,2022-07-08,CUST2419,Arjun,24,M,South,Books,Textbook,6,711.31,0,Cash,Cancelled,2.7,2022,7,8
8375,ORD08376,2022-09-23,CUST2759,Ritu,21,F,South,Toys,Board Game,9,901.06,15,Cash,Cancelled,4.7,2022,9,23
8377,ORD08378,2022-10-22,CUST2233,Dev,48,M,West,Toys,Doll,9,3335.64,5,Credit Card,Returned,3.8,2022,10,22
8378,ORD08379,2022-05-31,CUST0622,Rohan,65,M,South,Sports,Cricket Bat,5,2552.45,0,Debit Card,Pending,4.9,2022,5,31
8379,ORD08380,2022-11-21,CUST2873,Dev,24,M,South,Sports,Yoga Mat,7,2890.17,20,Cash,Pending,3.1,2022,11,21
8381,ORD08382,2022-07-05,CUST2171,Arjun,39,M,Central,Sports,Badminton Set,2,3782.59,20,Credit Card,Returned,2.2,2022,7,5
8386,ORD08387,2022-10-13,CUST1536,Rohan,44,M,West,Furniture,Sofa,9,4340.65,15,Credit Card,Delivered,4.9,2022,10,13
8390,ORD08391,2022-03-30,CUST0549,Arjun,26,M,East,Furniture,Bookshelf,7,3850.24,20,Cash,Cancelled,4.2,2022,3,30
8391,ORD08392,2022-03-24,CUST0472,Sneha,38,F,North,Toys,Doll,10,2407.26,5,Cash,Returned,1.3,2022,3,24
8392,ORD08393,2022-09-03,CUST1207,Dev,35,M,North,Food,Spices Pack,7,2281.25,10,Credit Card,Delivered,4.2,2022,9,3
8394,ORD08395,2022-11-16,CUST0834,Divya,48,F,Central,Electronics,Headphones,9,3565.84,0,Credit Card,Delivered,4.9,2022,11,16
8397,ORD08398,2022-09-24,CUST1819,Rohan,38,M,North,Clothing,Saree,5,4530.25,15,Cash,Returned,4.9,2022,9,24
8399,ORD08400,2022-04-07,CUST2968,Anita,25,F,North,Clothing,T-Shirt,3,4102.17,0,UPI,Returned,4.3,2022,4,7
8402,ORD08403,2022-03-16,CUST1346,Pooja,44,F,North,Food,Rice 5kg,3,852.03,15,Debit Card,Returned,3.0,2022,3,16
8404,ORD08405,2022-09-01,CUST0642,Priya,56,F,West,Food,Spices Pack,6,1357.02,5,Credit Card,Returned,4.0,2022,9,1
8405,ORD08406,2022-04-29,CUST0294,Asha,65,F,East,Furniture,Sofa,10,609.62,5,UPI,Returned,2.6,2022,4,29
8407,ORD08408,2022-10-17,CUST1998,Sneha,30,F,South,Furniture,Chair,9,2146.78,0,Net Banking,Cancelled,2.5,2022,10,17
8408,ORD08409,2022-12-26,CUST1105,Vijay,40,M,West,Electronics,Tablet,1,3719.43,5,Debit Card,Cancelled,,2022,12,26
8409,ORD08410,2022-04-15,CUST0391,Asha,19,F,North,Sports,Dumbbells,8,574.64,20,UPI,Pending,2.0,2022,4,15
8410,ORD08411,2022-07-08,CUST2481,Nikhil,44,M,North,Electronics,Headphones,2,1690.42,15,Net Banking,Delivered,3.3,2022,7,8
8411,ORD08412,2022-06-07,CUST1033,Meera,35,F,North,Sports,Badminton Set,9,721.68,0,Credit Card,Returned,2.8,2022,6,7
